dataset,prevalencia_real,prev_dyssyn,erro_dyssyn,n_amostras
1494_qsar-biodeg.csv,0.95,0.9775143626720953,0.027514362672095394,100
1496_ringnorm.csv,0.05,0.057112360162390935,0.007112360162390932,100
1496_ringnorm.csv,0.1,0.10952995826653236,0.009529958266532357,100
1496_ringnorm.csv,0.15,0.09861237357472222,0.05138762642527778,100
1496_ringnorm.csv,0.2,0.1733403147347285,0.026659685265271515,100
1496_ringnorm.csv,0.25,0.24268113212943276,0.007318867870567236,100
1496_ringnorm.csv,0.3,0.26828627236407143,0.03171372763592856,100
1496_ringnorm.csv,0.35,0.35076401593239354,0.000764015932393558,100
1496_ringnorm.csv,0.4,0.39043486612604444,0.009565133873955578,100
1496_ringnorm.csv,0.44,0.45424294661415704,0.014242946614157037,100
1496_ringnorm.csv,0.49,0.47513394375813656,0.014866056241863435,100
1496_ringnorm.csv,0.54,0.5074781363904624,0.03252186360953768,100
1496_ringnorm.csv,0.6,0.5918835398090376,0.008116460190962349,100
1496_ringnorm.csv,0.65,0.638978003021793,0.01102199697820705,100
1496_ringnorm.csv,0.7,0.702362863107786,0.002362863107785995,100
1496_ringnorm.csv,0.75,0.7214341369522703,0.028565863047729678,100
1496_ringnorm.csv,0.8,0.7654826991069477,0.03451730089305238,100
1496_ringnorm.csv,0.85,0.8320967863954621,0.017903213604537838,100
1496_ringnorm.csv,0.9,0.8716069173082416,0.028393082691758442,100
1496_ringnorm.csv,0.95,0.9592447661975526,0.009244766197552656,100
1497_wall-robot-navigation.csv,0.05,0.05165827587930595,0.0016582758793059482,100
1497_wall-robot-navigation.csv,0.1,0.09762214331947122,0.0023778566805287837,100
1497_wall-robot-navigation.csv,0.15,0.16079801600727828,0.010798016007278283,100
1497_wall-robot-navigation.csv,0.2,0.2107862999237155,0.010786299923715492,100
1497_wall-robot-navigation.csv,0.25,0.25091352055795824,0.0009135205579582362,100
1497_wall-robot-navigation.csv,0.3,0.3091536112402108,0.009153611240210802,100
1497_wall-robot-navigation.csv,0.35,0.34415678358959095,0.0058432164104090245,100
1497_wall-robot-navigation.csv,0.4,0.36993159517162866,0.030068404828371365,100
