dataset,prevalencia_real,erro_moss,erro_dys,n_amostras,var_scores,entropy
1485_madelon.csv,0.15,0.13983266666666674,0.169,100,0.008697576666666665,2.676511713026398
1485_madelon.csv,0.2,0.18974900000000008,0.026999999999999996,100,0.008734666666666665,2.7376086768023407
1485_madelon.csv,0.25,0.23974900000000007,0.14100000000000001,100,0.008325087777777778,2.7564809781819664
1485_madelon.csv,0.3,0.28983266666666674,0.145,100,0.0076668122222222235,2.638380437740391
1485_madelon.csv,0.35,0.3399163333333334,0.172,100,0.009385648888888886,2.7328753079250827
1485_madelon.csv,0.4,0.3899163333333334,0.383,100,0.011104749999999998,2.726216697754167
1485_madelon.csv,0.44,0.004550333333333156,0.14400000000000002,100,0.00890051,2.545701048556385
1485_madelon.csv,0.49,0.47983266666666674,0.065,100,0.009343132222222222,2.7050111817246267
1485_madelon.csv,0.54,0.03186666666666704,0.38,100,0.010280732222222224,2.717669890851243
1485_madelon.csv,0.6,0.15553333333333347,0.013000000000000012,100,0.012473328888888887,2.756641009135679
1485_madelon.csv,0.65,0.019333333333332647,0.138,100,0.00936176,2.6750853277293207
1485_madelon.csv,0.7,0.25553333333333345,0.30000000000000004,100,0.011426554444444448,2.795495595237305
1485_madelon.csv,0.75,0.11933333333333263,0.25,100,0.010172012222222223,2.6517256477026554
1485_madelon.csv,0.8,0.16933333333333267,0.49800000000000005,100,0.009334545555555553,2.643245358883767
1485_madelon.csv,0.85,0.2193333333333326,0.014000000000000012,100,0.009463478888888889,2.798271795885981
1485_madelon.csv,0.9,0.09000000000000419,0.09999999999999998,100,0.012077754444444444,2.7967975135898664
1485_madelon.csv,0.95,0.3193333333333326,0.02400000000000002,100,0.009163595555555553,2.823501563501496
1489_phoneme.csv,0.05,0.09603433333333304,0.017,100,0.07097001222222223,2.638330321916386
1489_phoneme.csv,0.1,0.06983633333333308,0.0,100,0.08065001222222222,2.5359953505097215
1489_phoneme.csv,0.15,0.1397483333333336,0.033,100,0.10257627888888889,2.7757293488614483
1489_phoneme.csv,0.2,0.14396666666666508,0.034,100,0.1055510433333333,2.675719042196663
1489_phoneme.csv,0.25,0.06109766666666622,0.044999999999999984,100,0.10651830555555558,2.7097304991268154
1489_phoneme.csv,0.3,0.057870333333332136,0.057999999999999996,100,0.10938541666666668,2.7026751948001455
1489_phoneme.csv,0.35,0.10426799999999958,0.01100000000000001,100,0.13168859555555557,2.656282693925624
1489_phoneme.csv,0.4,0.09463099999999958,0.0030000000000000027,100,0.13314090666666664,2.52191488651973
1489_phoneme.csv,0.44,0.05320899999999967,0.04899999999999999,100,0.13137804888888888,2.6735024293840732
1489_phoneme.csv,0.49,0.07825733333333418,0.02799999999999997,100,0.12138485666666664,2.632921407261916
1489_phoneme.csv,0.54,0.17417166666666806,0.018000000000000016,100,0.11430004,2.5524385098017843
1489_phoneme.csv,0.6,0.05635966666666781,0.029000000000000026,100,0.12949577333333334,2.399633326804797
1489_phoneme.csv,0.65,0.016919333333334285,0.01200000000000001,100,0.13340099888888887,2.36374981163655
1489_phoneme.csv,0.7,0.005480333333330423,0.009999999999999898,100,0.11088119444444447,2.4100879814102036
1489_phoneme.csv,0.75,0.02892133333333191,0.020000000000000018,100,0.09466397333333333,2.3524326031172826
1489_phoneme.csv,0.8,0.037629666666667116,0.07099999999999995,100,0.07800283999999999,2.083847504929979
1489_phoneme.csv,0.85,0.04209366666666603,0.09100000000000008,100,0.06634281777777778,1.872399586474486
1489_phoneme.csv,0.9,0.01635666666666835,0.038000000000000034,100,0.06741187111111112,1.9278835272894108
1489_phoneme.csv,0.95,0.02987799999999874,0.05399999999999994,100,0.054571271111111125,1.905456145989683
1489_phoneme.csv,0.05,0.16128366666666544,0.048,100,0.07537943999999999,2.7593083371707396
1489_phoneme.csv,0.1,0.10799233333333219,0.02099999999999999,100,0.08523997333333332,2.7001173832838012
1489_phoneme.csv,0.15,0.11322500000000027,0.04600000000000001,100,0.09789962111111113,2.6759387813990063
1489_phoneme.csv,0.2,0.1392676666666663,0.037000000000000005,100,0.09603984333333333,2.758948118763265
1489_phoneme.csv,0.25,0.07946333333333283,0.0040000000000000036,100,0.11329567111111113,2.677763734964468
1489_phoneme.csv,0.3,0.18777066666666659,0.05299999999999999,100,0.11410602111111114,2.751956745281133
1489_phoneme.csv,0.35,0.16055099999999944,0.006000000000000005,100,0.1131105822222222,2.678489443809034
1489_phoneme.csv,0.4,0.18566766666666756,0.08999999999999997,100,0.11712895444444445,2.738611494414826
1489_phoneme.csv,0.44,0.09744900000000062,0.01100000000000001,100,0.1197994788888889,2.6803618821837425
1489_phoneme.csv,0.49,0.08820933333333392,0.03600000000000003,100,0.14115644444444445,2.43060537490251
1489_phoneme.csv,0.54,0.1683020000000004,0.05999999999999994,100,0.11828139555555557,2.493688074658271
1489_phoneme.csv,0.6,0.024391666666669143,0.019000000000000017,100,0.1273253988888889,2.4054458889758754
